Path,ClassId
00020\01925_00001.ppm,20
00040\01792_00000.ppm,40
00008\01578_00002.ppm,8
00038\02416_00000.ppm,38
00045\01390_00000.ppm,45
00040\01468_00001.ppm,40
00059\00885_00001.ppm,59
00061\00080_00001.ppm,61
00010\02255_00002.ppm,10
00030\00328_00002.ppm,30
00019\00918_00000.ppm,19
00042\01732_00001.ppm,42
00032\01012_00000.ppm,32
00037\01317_00002.ppm,37
00061\00588_00002.ppm,61
00061\00136_00001.ppm,61
00053\00368_00001.ppm,53
00034\02311_00001.ppm,34
00000\01798_00002.ppm,0
00054\00489_00002.ppm,54
00045\01284_00000.ppm,45
00053\01439_00001.ppm,53
00029\02081_00001.ppm,29
00028\02201_00000.ppm,28
00056\01783_00002.ppm,56
00022\02373_00000.ppm,22
00028\00149_00001.ppm,28
00021\00376_00002.ppm,21
00032\00049_00001.ppm,32
00061\00103_00002.ppm,61
00054\00144_00000.ppm,54
00061\00612_00001.ppm,61
00046\00828_00000.ppm,46
00017\02114_00002.ppm,17
00056\02195_00002.ppm,56
00037\01460_00002.ppm,37
00019\02052_00001.ppm,19
00059\00182_00002.ppm,59
00061\01243_00002.ppm,61
00032\01013_00002.ppm,32
00022\00078_00002.ppm,22
00040\00327_00001.ppm,40
00041\01602_00000.ppm,41
00054\01123_00000.ppm,54
00040\00152_00000.ppm,40
00018\00104_00000.ppm,18
00040\00420_00000.ppm,40
00061\01263_00001.ppm,61
00041\01610_00002.ppm,41
00035\02349_00000.ppm,35
00017\00156_00000.ppm,17
00061\00123_00002.ppm,61
00022\00725_00000.ppm,22
00057\02008_00001.ppm,57
00038\02104_00001.ppm,38
00039\01107_00000.ppm,39
00038\00061_00000.ppm,38
00061\01253_00001.ppm,61
00007\00112_00001.ppm,7
00038\00052_00002.ppm,38
00032\02314_00001.ppm,32
00061\01238_00001.ppm,61
00054\01760_00001.ppm,54
00038\00448_00001.ppm,38
00056\01409_00002.ppm,56
00038\02441_00001.ppm,38
00053\02576_00000.ppm,53
00047\00175_00002.ppm,47
00032\02257_00002.ppm,32
00041\00120_00000.ppm,41
00030\00063_00002.ppm,30
00061\01111_00002.ppm,61
00040\01827_00000.ppm,40
00019\00015_00001.ppm,19
00032\00937_00002.ppm,32
00040\00123_00002.ppm,40
00047\00185_00002.ppm,47
00038\01919_00002.ppm,38
00032\01775_00002.ppm,32
00032\01524_00001.ppm,32
00061\00192_00002.ppm,61
00039\02100_00000.ppm,39
00014\01558_00002.ppm,14
00032\00061_00003.ppm,32
00014\00390_00001.ppm,14
00047\00493_00000.ppm,47
00034\01260_00000.ppm,34
00017\02323_00000.ppm,17
00053\00366_00000.ppm,53
00036\01687_00002.ppm,36
00040\00798_00001.ppm,40
00028\00610_00002.ppm,28
00028\01372_00002.ppm,28
00045\00566_00001.ppm,45
00032\00068_00001.ppm,32
00056\02149_00001.ppm,56
00047\01340_00002.ppm,47
00030\02117_00000.ppm,30
00053\01063_00000.ppm,53
00028\00662_00002.ppm,28
00001\00801_00000.ppm,1
00018\00078_00001.ppm,18
00051\01761_00001.ppm,51
00018\02221_00002.ppm,18
00053\01554_00000.ppm,53
00032\02315_00000.ppm,32
00053\00001_00001.ppm,53
00032\01524_00002.ppm,32
00061\01715_00001.ppm,61
00032\02039_00001.ppm,32
00010\01903_00002.ppm,10
00054\00768_00000.ppm,54
00053\01147_00002.ppm,53
00013\00235_00002.ppm,13
00002\01320_00000.ppm,2
00054\00437_00001.ppm,54
00017\00243_00000.ppm,17
00047\01314_00001.ppm,47
00053\00674_00001.ppm,53
00028\00517_00001.ppm,28
00032\02480_00000.ppm,32
00035\02359_00000.ppm,35
00053\01621_00000.ppm,53
00061\00589_00002.ppm,61
00017\00361_00002.ppm,17
00007\01186_00000.ppm,7
00045\00615_00002.ppm,45
00051\00728_00000.ppm,51
00022\01155_00001.ppm,22
00053\00705_00001.ppm,53
00038\02397_00002.ppm,38
00015\00675_00001.ppm,15
00032\02320_00001.ppm,32
00032\02666_00001.ppm,32
00039\00647_00001.ppm,39
00039\00615_00001.ppm,39
00007\00769_00001.ppm,7
00032\01526_00002.ppm,32
00007\02132_00001.ppm,7
00061\01745_00000.ppm,61
00032\01656_00001.ppm,32
00040\01792_00002.ppm,40
00054\01415_00000.ppm,54
00045\02499_00001.ppm,45
00037\00557_00001.ppm,37
00022\00092_00000.ppm,22
00007\00068_00002.ppm,7
00038\02154_00002.ppm,38
00017\02092_00001.ppm,17
00050\00320_00001.ppm,50
00030\00405_00002.ppm,30
00031\00718_00000.ppm,31
00040\00543_00000.ppm,40
00039\01261_00001.ppm,39
00022\00727_00001.ppm,22
00038\00448_00002.ppm,38
00035\00151_00001.ppm,35
00038\02516_00001.ppm,38
00019\01222_00000.ppm,19
00032\00569_00000.ppm,32
00056\00256_00001.ppm,56
00008\00587_00001.ppm,8
00056\01199_00005.ppm,56
00056\00367_00001.ppm,56
00039\00701_00000.ppm,39
00013\00869_00002.ppm,13
00013\02377_00000.ppm,13
00032\02315_00002.ppm,32
00057\00473_00003.ppm,57
00037\01459_00002.ppm,37
00019\02408_00002.ppm,19
00025\01176_00002.ppm,25
00061\01569_00000.ppm,61
00022\01712_00001.ppm,22
00017\02295_00000.ppm,17
00019\00554_00001.ppm,19
00007\01423_00000.ppm,7
00038\00861_00001.ppm,38
00033\00586_00000.ppm,33
00018\00737_00002.ppm,18
00032\02485_00001.ppm,32
00040\00862_00002.ppm,40
00022\01620_00001.ppm,22
00041\01374_00000.ppm,41
00056\01784_00001.ppm,56
00054\01792_00002.ppm,54
00038\02398_00001.ppm,38
00022\00363_00001.ppm,22
00035\02283_00000.ppm,35
00018\02477_00001.ppm,18
00017\00405_00000.ppm,17
00013\00184_00002.ppm,13
00003\00207_00000.ppm,3
00047\00360_00000.ppm,47
00032\02071_00002.ppm,32
00019\00934_00001.ppm,19
00032\02296_00002.ppm,32
00053\01659_00002.ppm,53
00059\01587_00001.ppm,59
00056\00790_00002.ppm,56
00041\00002_00000.ppm,41
00022\01015_00002.ppm,22
00040\01821_00000.ppm,40
00056\00661_00002.ppm,56
00039\00678_00002.ppm,39
00037\00917_00006.ppm,37
00001\01114_00002.ppm,1
00013\00178_00001.ppm,13
00044\00161_00001.ppm,44
00031\00718_00001.ppm,31
00061\01956_00002.ppm,61
00032\02666_00000.ppm,32
00020\01968_00000.ppm,20
00038\01342_00000.ppm,38
00019\01207_00001.ppm,19
00034\00153_00002.ppm,34
00039\01864_00001.ppm,39
00038\02315_00000.ppm,38
00007\00130_00001.ppm,7
00038\00005_00001.ppm,38
00034\01142_00002.ppm,34
00019\01604_00002.ppm,19
00038\02276_00001.ppm,38
00019\01874_00002.ppm,19
00061\01237_00002.ppm,61
00012\01564_00000.ppm,12
00017\02157_00001.ppm,17
00028\01358_00001.ppm,28
00053\00242_00000.ppm,53
00061\01525_00002.ppm,61
00013\00257_00002.ppm,13
00001\00143_00000.ppm,1
00032\01102_00002.ppm,32
00007\00057_00000.ppm,7
00019\01010_00000.ppm,19
00018\02495_00002.ppm,18
00032\02255_00002.ppm,32
00038\02293_00000.ppm,38
00024\01544_00001.ppm,24
00021\01868_00001.ppm,21
00007\00748_00000.ppm,7
00061\00553_00001.ppm,61
00038\01526_00000.ppm,38
00039\01883_00001.ppm,39
00032\00653_00002.ppm,32
00032\00060_00000.ppm,32
00040\01795_00002.ppm,40
00040\00123_00001.ppm,40
00022\01660_00000.ppm,22
00038\02426_00000.ppm,38
00048\01923_00000.ppm,48
00061\00060_00001.ppm,61
00059\01989_00000.ppm,59
00032\00050_00000.ppm,32
00053\02134_00001.ppm,53
00038\00370_00002.ppm,38
00018\01984_00001.ppm,18
00018\00139_00001.ppm,18
00028\02217_00000.ppm,28
00030\00710_00002.ppm,30
00042\01166_00001.ppm,42
00030\02084_00000.ppm,30
00025\01367_00001.ppm,25
00002\02520_00001.ppm,2
00038\02276_00002.ppm,38
00019\00079_00002.ppm,19
00032\01262_00002.ppm,32
00061\01244_00000.ppm,61
00045\01193_00000.ppm,45
00038\02340_00001.ppm,38
00055\02073_00002.ppm,55
00040\00116_00000.ppm,40
00022\01150_00001.ppm,22
00022\01660_00002.ppm,22
00040\01443_00002.ppm,40
00031\00111_00001.ppm,31
00018\01982_00002.ppm,18
00045\01350_00001.ppm,45
00034\02013_00001.ppm,34
00039\01883_00000.ppm,39
00039\01011_00000.ppm,39
00017\02538_00002.ppm,17
00038\02175_00000.ppm,38
00019\02253_00002.ppm,19
00032\02314_00000.ppm,32
00053\01551_00001.ppm,53
00058\00107_00001.ppm,58
00038\02158_00002.ppm,38
00025\01151_00002.ppm,25
00044\01969_00000.ppm,44
00047\00011_00000.ppm,47
00019\00140_00000.ppm,19
00022\01173_00001.ppm,22
00010\02186_00000.ppm,10
00038\00251_00001.ppm,38
00013\00307_00000.ppm,13
00032\02317_00000.ppm,32
00006\00220_00000.ppm,6
00013\00257_00000.ppm,13
00052\00901_00000.ppm,52
00014\00859_00000.ppm,14
00003\01291_00001.ppm,3
00038\02397_00000.ppm,38
00053\00306_00002.ppm,53
00035\01324_00002.ppm,35
00038\00686_00001.ppm,38
00038\00574_00001.ppm,38
00040\00464_00002.ppm,40
00061\00039_00001.ppm,61
00018\00429_00000.ppm,18
00022\01171_00001.ppm,22
00035\02001_00002.ppm,35
00017\00364_00002.ppm,17
00010\00289_00000.ppm,10
00039\01909_00000.ppm,39
00022\01073_00002.ppm,22
00007\00399_00000.ppm,7
00024\01163_00001.ppm,24
00018\00573_00001.ppm,18
00030\02103_00000.ppm,30
00013\02479_00001.ppm,13
00019\02167_00002.ppm,19
00017\01195_00000.ppm,17
00027\00330_00002.ppm,27
00061\00602_00000.ppm,61
00041\00120_00002.ppm,41
00018\01075_00002.ppm,18
00019\01720_00001.ppm,19
00053\00325_00000.ppm,53
00017\02573_00001.ppm,17
00032\02480_00001.ppm,32
00061\01253_00003.ppm,61
00061\00103_00000.ppm,61
00017\02072_00001.ppm,17
00046\00850_00001.ppm,46
00013\01471_00001.ppm,13
00032\00421_00000.ppm,32
00022\02579_00000.ppm,22
00061\01269_00000.ppm,61
00040\01387_00000.ppm,40
00007\00614_00000.ppm,7
00022\00048_00001.ppm,22
00040\00744_00000.ppm,40
00019\00066_00002.ppm,19
00042\00107_00001.ppm,42
00047\00251_00002.ppm,47
00039\00615_00002.ppm,39
00046\00803_00000.ppm,46
00032\01244_00000.ppm,32
00022\00932_00000.ppm,22
00032\00930_00001.ppm,32
00032\01823_00001.ppm,32
00041\00088_00002.ppm,41
00055\00579_00000.ppm,55
00061\01909_00002.ppm,61
00023\00113_00001.ppm,23
00030\02092_00000.ppm,30
00061\01254_00001.ppm,61
00056\00670_00000.ppm,56
00061\01745_00002.ppm,61
00019\00170_00000.ppm,19
00019\01906_00001.ppm,19
00053\01438_00002.ppm,53
00042\00879_00000.ppm,42
00019\02040_00000.ppm,19
00022\00678_00002.ppm,22
00032\00068_00002.ppm,32
00031\00092_00000.ppm,31
00017\00361_00001.ppm,17
00038\00067_00002.ppm,38
00038\02165_00000.ppm,38
00031\02270_00001.ppm,31
00030\00562_00000.ppm,30
00024\00356_00001.ppm,24
00022\02423_00001.ppm,22
00019\02636_00000.ppm,19
00038\02155_00001.ppm,38
00022\00362_00001.ppm,22
00045\01284_00002.ppm,45
00010\02639_00000.ppm,10
00041\00717_00002.ppm,41
00019\01190_00001.ppm,19
00025\00673_00001.ppm,25
00047\00260_00000.ppm,47
00032\02020_00002.ppm,32
00038\02104_00002.ppm,38
00047\01456_00000.ppm,47
00047\00815_00000.ppm,47
00032\02598_00000.ppm,32
00038\00844_00001.ppm,38
00022\01639_00001.ppm,22
00040\01591_00000.ppm,40
00033\00340_00000.ppm,33
00032\00224_00002.ppm,32
00032\01569_00001.ppm,32
00028\01904_00001.ppm,28
00038\01000_00001.ppm,38
00041\01017_00000.ppm,41
00040\00263_00002.ppm,40
00038\02322_00002.ppm,38
00032\02453_00000.ppm,32
00022\01074_00000.ppm,22
00007\01159_00000.ppm,7
00035\01661_00001.ppm,35
00045\00080_00001.ppm,45
00022\00687_00000.ppm,22
00013\00884_00000.ppm,13
00030\00346_00002.ppm,30
00040\00379_00001.ppm,40
00030\00562_00002.ppm,30
00031\02071_00000.ppm,31
00017\02118_00002.ppm,17
00018\00078_00002.ppm,18
00007\00305_00001.ppm,7
00007\00299_00002.ppm,7
00057\02448_00000.ppm,57
00028\00726_00000.ppm,28
00040\00022_00002.ppm,40
00022\01627_00001.ppm,22
00024\00355_00002.ppm,24
00017\02318_00002.ppm,17
00038\00344_00001.ppm,38
00001\00900_00000.ppm,1
00035\00152_00002.ppm,35
00035\00481_00000.ppm,35
00019\00610_00002.ppm,19
00055\02145_00000.ppm,55
00032\02176_00002.ppm,32
00040\00819_00002.ppm,40
00047\01410_00000.ppm,47
00004\02567_00000.ppm,4
00024\01845_00002.ppm,24
00030\00040_00002.ppm,30
00004\00623_00000.ppm,4
00046\00827_00000.ppm,46
00039\01235_00000.ppm,39
00061\01231_00000.ppm,61
00017\02647_00002.ppm,17
00041\01401_00000.ppm,41
00032\00931_00000.ppm,32
00047\00458_00001.ppm,47
00031\01916_00001.ppm,31
00039\01425_00001.ppm,39
00039\00944_00002.ppm,39
00038\02426_00002.ppm,38
00035\02238_00001.ppm,35
00017\02177_00001.ppm,17
00019\00122_00000.ppm,19
00005\01893_00001.ppm,5
00045\00477_00000.ppm,45
00018\00024_00002.ppm,18
00031\00588_00000.ppm,31
00056\02080_00002.ppm,56
00038\00027_00003.ppm,38
00061\02063_00002.ppm,61
00022\02136_00001.ppm,22
00038\02516_00002.ppm,38
00061\01231_00001.ppm,61
00045\00568_00000.ppm,45
00001\00806_00001.ppm,1
00007\01598_00002.ppm,7
00059\00887_00001.ppm,59
00061\01275_00001.ppm,61
00058\00338_00000.ppm,58
00007\00132_00000.ppm,7
00045\00543_00000.ppm,45
00031\02578_00001.ppm,31
00037\00976_00002.ppm,37
00036\01687_00000.ppm,36
00057\02089_00000.ppm,57
00030\00328_00001.ppm,30
00045\00563_00002.ppm,45
00022\01146_00001.ppm,22
00032\01816_00002.ppm,32
00019\00056_00001.ppm,19
00061\01713_00002.ppm,61
00032\01828_00001.ppm,32
00014\01135_00000.ppm,14
00022\01084_00000.ppm,22
00031\02598_00002.ppm,31
00054\00417_00002.ppm,54
00053\01056_00002.ppm,53
00040\00405_00000.ppm,40
00014\00389_00000.ppm,14
00040\00993_00001.ppm,40
00020\00231_00000.ppm,20
00035\02142_00001.ppm,35
00032\01514_00002.ppm,32
00007\01700_00001.ppm,7
00058\00413_00000.ppm,58
00038\00463_00001.ppm,38
00031\02112_00002.ppm,31
00054\01467_00000.ppm,54
00028\00641_00002.ppm,28
00039\02005_00002.ppm,39
00038\00745_00000.ppm,38
00010\02105_00002.ppm,10
00021\00047_00002.ppm,21
00029\02059_00000.ppm,29
00018\02192_00000.ppm,18
00032\02105_00002.ppm,32
00038\00416_00002.ppm,38
00017\02323_00002.ppm,17
00046\00113_00002.ppm,46
00045\00137_00001.ppm,45
00017\02501_00000.ppm,17
00039\00511_00000.ppm,39
00054\01497_00001.ppm,54
00047\00360_00002.ppm,47
00035\02283_00002.ppm,35
00061\00111_00000.ppm,61
00041\01040_00000.ppm,41
00061\00951_00001.ppm,61
00019\01001_00000.ppm,19
00021\01162_00000.ppm,21
00045\01489_00001.ppm,45
00056\00784_00002.ppm,56
00017\02178_00002.ppm,17
00035\00592_00002.ppm,35
00029\00040_00000.ppm,29
00035\00031_00000.ppm,35
00017\02436_00002.ppm,17
00028\02532_00002.ppm,28
00039\01104_00000.ppm,39
00007\00259_00000.ppm,7
00022\01113_00003.ppm,22
00019\01513_00001.ppm,19
00031\00063_00000.ppm,31
00032\01848_00002.ppm,32
00028\00642_00002.ppm,28
00053\01577_00002.ppm,53
00019\00916_00001.ppm,19
00032\00559_00001.ppm,32
00001\01278_00002.ppm,1
00038\01347_00000.ppm,38
00031\02119_00000.ppm,31
00045\01637_00000.ppm,45
00038\00740_00002.ppm,38
00007\00617_00000.ppm,7
00019\01227_00000.ppm,19
00058\01444_00001.ppm,58
00040\00829_00002.ppm,40
00001\00874_00001.ppm,1
00042\01093_00000.ppm,42
00017\02600_00002.ppm,17
00061\01715_00000.ppm,61
00042\00109_00000.ppm,42
00007\02392_00002.ppm,7
00032\02119_00001.ppm,32
00031\02077_00000.ppm,31
00047\00457_00002.ppm,47
00037\01459_00000.ppm,37
00053\01091_00000.ppm,53
00038\01034_00001.ppm,38
00059\01990_00001.ppm,59
00039\00696_00000.ppm,39
00038\00914_00001.ppm,38
00021\02042_00000.ppm,21
00028\02651_00002.ppm,28
00022\00896_00000.ppm,22
00018\01085_00000.ppm,18
00032\02556_00000.ppm,32
00047\00073_00001.ppm,47
00004\02660_00001.ppm,4
00045\01391_00000.ppm,45
00019\00918_00001.ppm,19
00019\00114_00001.ppm,19
00032\00937_00003.ppm,32
00001\00398_00001.ppm,1
00022\00895_00002.ppm,22
00053\01063_00002.ppm,53
00037\01355_00001.ppm,37
00022\02466_00000.ppm,22
00039\00009_00000.ppm,39
00019\01344_00001.ppm,19
00018\02194_00000.ppm,18
00047\01690_00000.ppm,47
00018\01985_00002.ppm,18
00039\01886_00002.ppm,39
00032\02026_00000.ppm,32
00017\01997_00001.ppm,17
00041\01298_00002.ppm,41
00018\02170_00002.ppm,18
00013\01576_00001.ppm,13
00032\01102_00001.ppm,32
00040\00819_00000.ppm,40
00045\00012_00001.ppm,45
00001\01699_00002.ppm,1
00037\00810_00000.ppm,37
00022\01246_00000.ppm,22
00032\01569_00000.ppm,32
00009\00286_00002.ppm,9
00019\02174_00000.ppm,19
00031\01894_00002.ppm,31
00028\02228_00002.ppm,28
00022\01255_00002.ppm,22
00017\00017_00002.ppm,17
00041\01491_00000.ppm,41
00017\01977_00002.ppm,17
00029\00040_00001.ppm,29
00044\01856_00001.ppm,44
00018\02193_00001.ppm,18
00032\00361_00000.ppm,32
00047\01596_00001.ppm,47
00022\01155_00000.ppm,22
00022\01665_00002.ppm,22
00010\02078_00001.ppm,10
00039\02270_00001.ppm,39
00038\00046_00000.ppm,38
00021\00685_00002.ppm,21
00001\01556_00000.ppm,1
00022\01137_00000.ppm,22
00041\01491_00002.ppm,41
00017\01195_00002.ppm,17
00039\01910_00001.ppm,39
00053\00274_00001.ppm,53
00020\01900_00001.ppm,20
00043\01094_00001.ppm,43
00061\00136_00002.ppm,61
00053\01056_00001.ppm,53
00022\01786_00000.ppm,22
00017\00002_00001.ppm,17
00032\02155_00002.ppm,32
00056\00140_00002.ppm,56
00051\00724_00000.ppm,51
00028\01904_00000.ppm,28
00032\00959_00002.ppm,32
00032\02264_00001.ppm,32
00022\01105_00000.ppm,22
00053\01172_00001.ppm,53
00038\02439_00002.ppm,38
00041\01144_00000.ppm,41
00061\01957_00002.ppm,61
00055\00273_00000.ppm,55
00032\02035_00000.ppm,32
00061\01911_00000.ppm,61
00030\00040_00000.ppm,30
00061\01514_00002.ppm,61
00013\01580_00002.ppm,13
00012\01609_00002.ppm,12
00061\01995_00000.ppm,61
00054\02232_00002.ppm,54
00019\02405_00001.ppm,19
00038\01356_00002.ppm,38
00029\00040_00002.ppm,29
00007\02229_00002.ppm,7
00057\00771_00000.ppm,57
00046\00814_00000.ppm,46
00007\00014_00000.ppm,7
00028\02533_00002.ppm,28
00043\00073_00000.ppm,43
00058\01788_00002.ppm,58
00022\01626_00002.ppm,22
00022\02199_00001.ppm,22
00057\00344_00001.ppm,57
00040\00448_00000.ppm,40
00045\00416_00000.ppm,45
00032\00935_00002.ppm,32
00060\00552_00000.ppm,60
00017\02501_00001.ppm,17
00019\01571_00001.ppm,19
00028\02217_00002.ppm,28
00035\02634_00000.ppm,35
00035\02509_00002.ppm,35
00061\00951_00000.ppm,61
00050\00581_00000.ppm,50
00017\00238_00002.ppm,17
00037\00167_00000.ppm,37
00014\01135_00001.ppm,14
00022\00048_00002.ppm,22
00018\01947_00001.ppm,18
00031\00050_00000.ppm,31
00019\02425_00000.ppm,19
00028\02201_00002.ppm,28
00022\01210_00000.ppm,22
00022\01119_00001.ppm,22
00034\01418_00000.ppm,34
00045\00084_00002.ppm,45
00007\00017_00001.ppm,7
00040\01827_00002.ppm,40
00035\02269_00001.ppm,35
00022\01156_00001.ppm,22
00013\01450_00001.ppm,13
00000\00021_00002.ppm,0
00008\01873_00002.ppm,8
00034\01241_00002.ppm,34
00038\02175_00001.ppm,38
00061\01232_00000.ppm,61
00061\01713_00001.ppm,61
00053\01052_00002.ppm,53
00030\01484_00000.ppm,30
00053\01280_00001.ppm,53
00031\02044_00000.ppm,31
00061\01935_00001.ppm,61
00035\00020_00002.ppm,35
00039\01037_00000.ppm,39
00047\00498_00001.ppm,47
00043\01589_00000.ppm,43
00045\00336_00000.ppm,45
00032\00930_00000.ppm,32
00028\01896_00002.ppm,28
00047\01314_00002.ppm,47
00017\02295_00001.ppm,17
00038\00751_00001.ppm,38
00039\01777_00001.ppm,39
00039\00553_00001.ppm,39
00038\00741_00002.ppm,38
00053\01290_00002.ppm,53
00038\01458_00000.ppm,38
00039\01267_00003.ppm,39
00061\01504_00000.ppm,61
00053\00093_00000.ppm,53
00022\00925_00000.ppm,22
00038\02326_00000.ppm,38
00031\02512_00001.ppm,31
00061\01873_00000.ppm,61
00032\01511_00000.ppm,32
00047\01325_00000.ppm,47
00028\00392_00000.ppm,28
00005\00390_00000.ppm,5
00032\01847_00000.ppm,32
00047\01359_00001.ppm,47
00061\01959_00000.ppm,61
00032\01111_00000.ppm,32
00001\00424_00002.ppm,1
00035\02003_00001.ppm,35
00035\02288_00001.ppm,35
00061\01502_00000.ppm,61
00014\00408_00001.ppm,14
00032\01528_00002.ppm,32
00054\01123_00002.ppm,54
00032\01275_00000.ppm,32
00038\00463_00000.ppm,38
00018\00567_00002.ppm,18
00014\00208_00002.ppm,14
00052\00729_00002.ppm,52
00032\01973_00000.ppm,32
00059\00508_00000.ppm,59
00053\01172_00000.ppm,53
00010\02188_00001.ppm,10
00047\00010_00001.ppm,47
00039\00514_00000.ppm,39
00029\01365_00002.ppm,29
00061\00121_00002.ppm,61
00032\01842_00002.ppm,32
00054\02120_00000.ppm,54
00048\01923_00001.ppm,48
00019\01311_00001.ppm,19
00033\00340_00002.ppm,33
00032\02447_00000.ppm,32
00003\02184_00000.ppm,3
00038\00434_00002.ppm,38
00059\00508_00001.ppm,59
00039\01273_00000.ppm,39
00032\00173_00001.ppm,32
00039\00934_00000.ppm,39
00054\02366_00000.ppm,54
00022\01113_00002.ppm,22
00037\00807_00002.ppm,37
00040\01297_00001.ppm,40
00039\00696_00001.ppm,39
00022\00099_00000.ppm,22
00022\01367_00000.ppm,22
00041\01610_00000.ppm,41
00031\02597_00001.ppm,31
00045\00084_00000.ppm,45
00017\02092_00000.ppm,17
00045\00567_00000.ppm,45
00019\00811_00002.ppm,19
00032\02659_00000.ppm,32
00038\00857_00001.ppm,38
00040\01361_00001.ppm,40
00014\01926_00002.ppm,14
00017\01210_00000.ppm,17
00059\00137_00000.ppm,59
00044\01754_00001.ppm,44
00014\00406_00000.ppm,14
00019\00023_00001.ppm,19
00001\01699_00000.ppm,1
00032\02329_00002.ppm,32
00032\00549_00001.ppm,32
00042\01736_00000.ppm,42
00031\02656_00001.ppm,31
00032\02060_00002.ppm,32
00035\01299_00001.ppm,35
00022\02579_00001.ppm,22
00054\00624_00000.ppm,54
00031\01910_00002.ppm,31
00008\01020_00002.ppm,8
00013\02365_00002.ppm,13
00038\00453_00001.ppm,38
00038\02315_00002.ppm,38
00019\00923_00002.ppm,19
00035\02137_00000.ppm,35
00032\01915_00002.ppm,32
00045\00318_00000.ppm,45
00035\01979_00002.ppm,35
00006\00215_00001.ppm,6
00054\01757_00001.ppm,54
00018\02033_00001.ppm,18
00059\00182_00000.ppm,59
00007\00618_00001.ppm,7
00051\01761_00002.ppm,51
00028\00726_00001.ppm,28
00032\02028_00000.ppm,32
00032\02501_00001.ppm,32
00021\01951_00001.ppm,21
00051\00470_00001.ppm,51
00041\00986_00000.ppm,41
00017\02268_00001.ppm,17
00001\00900_00001.ppm,1
00061\00044_00001.ppm,61
00031\02115_00002.ppm,31
00041\01369_00001.ppm,41
00053\00176_00000.ppm,53
00023\00420_00001.ppm,23
00013\00884_00001.ppm,13
00032\00061_00000.ppm,32
00032\02300_00002.ppm,32
00032\02447_00002.ppm,32
00032\01824_00002.ppm,32
00053\00002_00000.ppm,53
00031\02044_00002.ppm,31
00036\01606_00000.ppm,36
00019\00056_00000.ppm,19
00040\00448_00001.ppm,40
00038\02314_00002.ppm,38
00046\01022_00001.ppm,46
00054\01624_00001.ppm,54
00017\02013_00001.ppm,17
00019\01106_00000.ppm,19
00028\00040_00002.ppm,28
00047\00360_00001.ppm,47
00032\00109_00001.ppm,32
00017\00156_00001.ppm,17
00042\00515_00001.ppm,42
00037\00974_00001.ppm,37
00048\00128_00002.ppm,48
00007\02129_00001.ppm,7
00018\02658_00001.ppm,18
00022\00725_00002.ppm,22
00040\01741_00000.ppm,40
00013\00248_00000.ppm,13
00010\00249_00001.ppm,10
00047\02139_00002.ppm,47
00045\00569_00002.ppm,45
00041\01079_00000.ppm,41
00022\01620_00000.ppm,22
00021\02275_00000.ppm,21
00045\00566_00000.ppm,45
00031\00272_00001.ppm,31
00032\02435_00002.ppm,32
00040\01791_00002.ppm,40
00056\01881_00000.ppm,56
00031\02297_00001.ppm,31
00021\02473_00002.ppm,21
00007\02226_00001.ppm,7
00020\01755_00000.ppm,20
00032\02216_00000.ppm,32
00019\02148_00000.ppm,19
00039\01037_00001.ppm,39
00035\02251_00002.ppm,35
00039\00713_00000.ppm,39
00061\01889_00002.ppm,61
00038\02472_00001.ppm,38
00032\01013_00001.ppm,32
00022\00878_00001.ppm,22
00038\02334_00001.ppm,38
00001\01584_00001.ppm,1
00047\01321_00001.ppm,47
00032\01958_00002.ppm,32
00002\01722_00002.ppm,2
00021\00554_00002.ppm,21
00014\00911_00002.ppm,14
00059\01587_00002.ppm,59
00038\00906_00000.ppm,38
00032\02320_00002.ppm,32
00038\00416_00000.ppm,38
00061\00050_00002.ppm,61
00032\00601_00002.ppm,32
00017\02338_00002.ppm,17
00038\00446_00001.ppm,38
00017\02084_00001.ppm,17
00008\01020_00000.ppm,8
00022\01295_00000.ppm,22
00038\00741_00001.ppm,38
00025\00701_00000.ppm,25
00028\00641_00001.ppm,28
00053\01280_00002.ppm,53
00037\00975_00001.ppm,37
00039\00611_00002.ppm,39
00032\01254_00000.ppm,32
00047\00251_00001.ppm,47
00019\01227_00001.ppm,19
00040\00870_00002.ppm,40
00030\02103_00002.ppm,30
00035\00360_00002.ppm,35
00040\00990_00001.ppm,40
00039\01858_00002.ppm,39
00016\02036_00002.ppm,16
00049\00258_00000.ppm,49
00038\01954_00000.ppm,38
00019\00072_00000.ppm,19
00019\01106_00001.ppm,19
00038\00822_00001.ppm,38
00040\00500_00000.ppm,40
00007\02129_00002.ppm,7
00061\01916_00002.ppm,61
00019\00980_00000.ppm,19
00039\00606_00002.ppm,39
00054\00329_00000.ppm,54
00007\00057_00001.ppm,7
00048\00091_00002.ppm,48
00056\00183_00001.ppm,56
00057\00472_00001.ppm,57
00019\02339_00001.ppm,19
00037\00575_00001.ppm,37
00036\01285_00000.ppm,36
00024\00346_00001.ppm,24
00032\02115_00000.ppm,32
00057\02016_00000.ppm,57
00054\02120_00002.ppm,54
00061\01805_00002.ppm,61
00022\02370_00000.ppm,22
00039\01861_00002.ppm,39
00047\01690_00001.ppm,47
00030\01695_00001.ppm,30
00061\02291_00001.ppm,61
00021\00685_00000.ppm,21
00047\01321_00000.ppm,47
00061\00046_00000.ppm,61
00027\01594_00002.ppm,27
